Div,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,Result,HomeTeam ID,AwayTeam ID,City,Team ID,Opponent,Attendance
I1,2019-10-19,19:45,Juventus,Bologna,2,1,H,SER7,SER1,Turin,SER7,Bologna,
I1,2019-10-19,14:00,Lazio,Atalanta,3,3,D,SER8,SER0,Rome,SER8,Atalanta,
I1,2019-10-20,11:30,Sassuolo,Inter,3,4,A,SER15,SER6,Sassuolo,SER15,Inter Milan,
I1,2019-10-20,14:00,Sampdoria,Roma,0,0,D,SER14,SER13,Genoa,SER14,Roma,
I1,2019-10-20,17:00,Parma,Genoa,5,1,H,SER12,SER5,Parma,SER12,Genoa,
I1,2019-10-20,14:00,Cagliari,Spal,2,0,H,SER3,SER16,Cagliari,SER3,SPAL,
I1,2019-10-20,19:45,Milan,Lecce,2,2,D,SER10,SER9,Milan,SER10,Lecce,
I1,2019-10-20,14:00,Udinese,Torino,1,0,H,SER18,SER17,Udine,SER18,Torino,
I1,2019-10-21,19:45,Brescia,Fiorentina,0,0,D,SER2,SER4,Brescia,SER2,Fiorentina,
I1,2019-10-25,19:45,Verona,Sassuolo,0,1,A,SER19,SER15,Verona,SER19,Sassuolo,
I1,2019-10-26,17:00,Inter,Parma,2,2,D,SER6,SER12,Milan,SER6,Parma,
I1,2019-10-26,19:45,Genoa,Brescia,3,1,H,SER5,SER2,Genoa,SER5,Brescia,
I1,2019-10-26,14:00,Lecce,Juventus,1,1,D,SER9,SER7,Lecce,SER9,Juventus,
I1,2019-10-27,11:30,Bologna,Sampdoria,2,1,H,SER1,SER14,Bologna,SER1,Sampdoria,
I1,2019-10-27,14:00,Spal,Napoli,1,1,D,SER16,SER11,Ferrara,SER16,Napoli,
I1,2019-10-27,14:00,Torino,Cagliari,1,1,D,SER17,SER3,Turin,SER17,Cagliari,
I1,2019-10-27,19:45,Fiorentina,Lazio,1,2,A,SER4,SER8,Florence,SER4,Lazio,
I1,2019-10-27,14:00,Atalanta,Udinese,7,1,H,SER0,SER18,Bergamo,SER0,Udinese,
I1,2019-10-27,17:00,Roma,Milan,2,1,H,SER13,SER10,Rome,SER13,AC Milan,
I1,2019-10-29,18:00,Parma,Verona,0,1,A,SER12,SER19,Parma,SER12,Hellas Verona,
I1,2019-10-29,20:00,Brescia,Inter,1,2,A,SER2,SER6,Brescia,SER2,Inter Milan,
I1,2019-10-30,20:00,Sampdoria,Lecce,1,1,D,SER14,SER9,Genoa,SER14,Lecce,
I1,2019-10-30,20:00,Juventus,Genoa,2,1,H,SER7,SER5,Turin,SER7,Genoa,
I1,2019-10-30,18:00,Napoli,Atalanta,2,2,D,SER11,SER0,Naples,SER11,Atalanta,
I1,2019-10-30,20:00,Lazio,Torino,4,0,H,SER8,SER17,Rome,SER8,Torino,
I1,2019-10-30,20:00,Udinese,Roma,0,4,A,SER18,SER13,Udine,SER18,Roma,
I1,2019-10-30,20:00,Sassuolo,Fiorentina,1,2,A,SER15,SER4,Sassuolo,SER15,Fiorentina,
I1,2019-10-30,20:00,Cagliari,Bologna,3,2,H,SER3,SER1,Cagliari,SER3,Bologna,
I1,2019-10-31,20:00,Milan,Spal,1,0,H,SER10,SER16,Milan,SER10,SPAL,
I1,2019-11-02,19:45,Torino,Juventus,0,1,A,SER17,SER7,Turin,SER17,Juventus,
I1,2019-11-02,14:00,Roma,Napoli,2,1,H,SER13,SER11,Rome,SER13,Napoli,
I1,2019-11-02,17:00,Bologna,Inter,1,2,A,SER1,SER6,Bologna,SER1,Inter Milan,
I1,2019-11-03,11:30,Atalanta,Cagliari,0,2,A,SER0,SER3,Bergamo,SER0,Cagliari,
I1,2019-11-03,14:00,Lecce,Sassuolo,2,2,D,SER9,SER15,Lecce,SER9,Sassuolo,
I1,2019-11-03,17:00,Fiorentina,Parma,1,1,D,SER4,SER12,Florence,SER4,Parma,
I1,2019-11-03,14:00,Verona,Brescia,2,1,H,SER19,SER2,Verona,SER19,Brescia,
I1,2019-11-03,14:00,Genoa,Udinese,1,3,A,SER5,SER18,Genoa,SER5,Udinese,
I1,2019-11-03,19:45,Milan,Lazio,1,2,A,SER10,SER8,Milan,SER10,Lazio,
I1,2019-11-04,19:45,Spal,Sampdoria,0,1,A,SER16,SER14,Ferrara,SER16,Sampdoria,
I1,2019-11-08,19:45,Sassuolo,Bologna,3,1,H,SER15,SER1,Sassuolo,SER15,Bologna,
I1,2019-11-09,14:00,Brescia,Torino,0,4,A,SER2,SER17,Brescia,SER2,Torino,
I1,2019-11-09,19:45,Napoli,Genoa,0,0,D,SER11,SER5,Naples,SER11,Genoa,
I1,2019-11-09,17:00,Inter,Verona,2,1,H,SER6,SER19,Milan,SER6,Hellas Verona,
I1,2019-11-10,14:00,Lazio,Lecce,4,2,H,SER8,SER9,Rome,SER8,Lecce,"35,000"
I1,2019-11-10,14:00,Udinese,Spal,0,0,D,SER18,SER16,Udine,SER18,SPAL,"21,621"
I1,2019-11-10,11:30,Cagliari,Fiorentina,5,2,H,SER3,SER4,Cagliari,SER3,Fiorentina,"16,316"
I1,2019-11-10,17:00,Parma,Roma,2,0,H,SER12,SER13,Parma,SER12,Roma,"18,532"
I1,2019-11-10,19:45,Juventus,Milan,1,0,H,SER7,SER10,Turin,SER7,AC Milan,"40,478"
I1,2019-11-10,14:00,Sampdoria,Atalanta,0,0,D,SER14,SER0,Genoa,SER14,Atalanta,"19,799"
I1,2019-11-23,17:00,Milan,Napoli,1,1,D,SER10,SER11,Milan,SER10,Napoli,
I1,2019-11-23,19:45,Torino,Inter,0,3,A,SER17,SER6,Turin,SER17,Inter Milan,
I1,2019-11-23,14:00,Atalanta,Juventus,1,3,A,SER0,SER7,Bergamo,SER0,Juventus,
I1,2019-11-24,17:00,Sampdoria,Udinese,2,1,H,SER14,SER18,Genoa,SER14,Udinese,
I1,2019-11-24,11:30,Bologna,Parma,2,2,D,SER1,SER12,Bologna,SER1,Parma,
I1,2019-11-24,14:00,Roma,Brescia,3,0,H,SER13,SER2,Rome,SER13,Brescia,
I1,2019-11-24,14:00,Sassuolo,Lazio,1,2,A,SER15,SER8,Sassuolo,SER15,Lazio,
I1,2019-11-24,14:00,Verona,Fiorentina,1,0,H,SER19,SER4,Verona,SER19,Fiorentina,
I1,2019-11-25,19:45,Spal,Genoa,1,1,D,SER16,SER5,Ferrara,SER16,Genoa,"12,423"
I1,2019-11-25,14:00,Lecce,Cagliari,2,2,D,SER9,SER3,Lecce,SER9,Cagliari,"21,435"
I1,2019-11-30,17:00,Genoa,Torino,0,1,A,SER5,SER17,Genoa,SER5,Torino,
I1,2019-11-30,19:45,Fiorentina,Lecce,0,1,A,SER4,SER9,Florence,SER4,Lecce,
I1,2019-11-30,14:00,Brescia,Atalanta,0,3,A,SER2,SER0,Brescia,SER2,Atalanta,
I1,2019-12-01,19:45,Verona,Roma,1,3,A,SER19,SER13,Verona,SER19,Roma,
I1,2019-12-01,14:00,Inter,Spal,2,1,H,SER6,SER16,Milan,SER6,SPAL,
I1,2019-12-01,11:30,Juventus,Sassuolo,2,2,D,SER7,SER15,Turin,SER7,Sassuolo,
I1,2019-12-01,14:00,Lazio,Udinese,3,0,H,SER8,SER18,Rome,SER8,Udinese,
I1,2019-12-01,14:00,Parma,Milan,0,1,A,SER12,SER10,Parma,SER12,AC Milan,
I1,2019-12-01,17:00,Napoli,Bologna,1,2,A,SER11,SER1,Naples,SER11,Bologna,
I1,2019-12-02,19:45,Cagliari,Sampdoria,4,3,H,SER3,SER14,Cagliari,SER3,Sampdoria,
I1,2019-12-06,19:45,Inter,Roma,0,0,D,SER6,SER13,Milan,SER6,Roma,
I1,2019-12-07,19:45,Lazio,Juventus,3,1,H,SER8,SER7,Rome,SER8,Juventus,
I1,2019-12-07,14:00,Atalanta,Verona,3,2,H,SER0,SER19,Bergamo,SER0,Hellas Verona,
I1,2019-12-07,17:00,Udinese,Napoli,1,1,D,SER18,SER11,Udine,SER18,Napoli,
I1,2019-12-08,19:45,Bologna,Milan,2,3,A,SER1,SER10,Bologna,SER1,AC Milan,"23,707"
I1,2019-12-08,11:30,Lecce,Genoa,2,2,D,SER9,SER5,Lecce,SER9,Genoa,"21,740"
I1,2019-12-08,14:00,Torino,Fiorentina,2,1,H,SER17,SER4,Turin,SER17,Fiorentina,"19,955"
I1,2019-12-08,14:00,Spal,Brescia,0,1,A,SER16,SER2,Ferrara,SER16,Brescia,"12,442"
I1,2019-12-08,14:00,Sassuolo,Cagliari,2,2,D,SER15,SER3,Sassuolo,SER15,Cagliari,"12,666"
I1,2019-12-08,17:00,Sampdoria,Parma,0,1,A,SER14,SER12,Genoa,SER14,Parma,"19,516"
I1,2019-12-14,19:45,Genoa,Sampdoria,0,1,A,SER5,SER14,Genoa,SER5,Sampdoria,
I1,2019-12-14,14:00,Brescia,Lecce,3,0,H,SER2,SER6,Brescia,SER2,Lecce,
I1,2019-12-14,17:00,Napoli,Parma,1,2,A,SER11,SER12,Naples,SER11,Parma,
I1,2019-12-15,19:45,Fiorentina,Inter,1,1,D,SER4,SER6,Florence,SER4,Inter Milan,
I1,2019-12-15,14:00,Juventus,Udinese,3,1,H,SER7,SER18,Turin,SER7,Udinese,
I1,2019-12-15,11:30,Verona,Torino,3,3,D,SER19,SER17,Verona,SER19,Torino,
I1,2019-12-15,17:00,Roma,Spal,3,1,H,SER13,SER16,Rome,SER13,SPAL,
I1,2019-12-15,14:00,Milan,Sassuolo,0,0,D,SER10,SER15,Milan,SER10,Sassuolo,
I1,2019-12-15,14:00,Bologna,Atalanta,2,1,H,SER1,SER0,Bologna,SER1,Atalanta,
I1,2019-12-16,19:45,Cagliari,Lazio,1,2,A,SER3,SER8,Cagliari,SER3,Lazio,
I1,2019-12-18,19:45,Brescia,Sassuolo,0,2,A,SER2,SER15,Brescia,SER2,Sassuolo,
I1,2019-12-18,17:55,Sampdoria,Juventus,1,2,A,SER14,SER7,Genoa,SER14,Juventus,
I1,2019-12-20,19:45,Fiorentina,Roma,1,4,A,SER4,SER13,Florence,SER4,Roma,
I1,2019-12-21,17:00,Inter,Genoa,4,0,H,SER6,SER5,Milan,SER6,Genoa,
I1,2019-12-21,19:45,Torino,Spal,1,2,A,SER17,SER16,Turin,SER17,SPAL,
I1,2019-12-21,14:00,Udinese,Cagliari,2,1,H,SER18,SER3,Udine,SER18,Cagliari,
I1,2019-12-22,14:00,Lecce,Bologna,2,3,A,SER9,SER1,Lecce,SER9,Bologna,"24,178"
I1,2019-12-22,11:30,Atalanta,Milan,5,0,H,SER0,SER10,Bergamo,SER0,AC Milan,"20,940"
I1,2019-12-22,19:45,Sassuolo,Napoli,1,2,A,SER15,SER11,Sassuolo,SER15,Napoli,"12,570"
I1,2019-12-22,14:00,Parma,Brescia,1,1,D,SER12,SER2,Parma,SER12,Brescia,"16,686"
