Div,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,Result,HomeTeam ID,AwayTeam ID,City,
I1,29/09/2019,17:00,Cagliari,Verona,1,1,D,SER3,SER19,Cagliari,
I1,29/09/2019,19:45,Milan,Fiorentina,1,3,A,SER10,SER4,Milan,
I1,30/09/2019,19:45,Parma,Torino,3,2,H,SER12,SER17,Parma,
I1,5/10/19,14:00,Spal,Parma,1,0,H,SER16,SER12,Ferrara,
I1,5/10/19,17:00,Verona,Sampdoria,2,0,H,SER19,SER14,Verona,
I1,5/10/19,19:45,Genoa,Milan,1,2,A,SER5,SER10,Genoa,
I1,6/10/19,11:30,Fiorentina,Udinese,1,0,H,SER4,SER18,Florence,
I1,6/10/19,14:00,Atalanta,Lecce,3,1,H,SER0,SER9,Bergamo,
I1,6/10/19,14:00,Bologna,Lazio,2,2,D,SER1,SER8,Bologna,
I1,6/10/19,14:00,Roma,Cagliari,1,1,D,SER13,SER3,Rome,
I1,6/10/19,17:00,Torino,Napoli,0,0,D,SER17,SER11,Turin,
I1,6/10/19,19:45,Inter,Juventus,1,2,A,SER6,SER7,Milan,
I1,19/10/2019,14:00,Lazio,Atalanta,3,3,D,SER8,SER0,Rome,
I1,19/10/2019,17:00,Napoli,Verona,2,0,H,SER11,SER19,Naples,
I1,19/10/2019,19:45,Juventus,Bologna,2,1,H,SER7,SER1,Turin,
I1,20/10/2019,11:30,Sassuolo,Inter,3,4,A,SER15,SER6,Sassuolo,
I1,20/10/2019,14:00,Cagliari,Spal,2,0,H,SER3,SER16,Cagliari,
I1,20/10/2019,14:00,Sampdoria,Roma,0,0,D,SER14,SER13,Genoa,
I1,20/10/2019,14:00,Udinese,Torino,1,0,H,SER18,SER17,Udine,
I1,20/10/2019,17:00,Parma,Genoa,5,1,H,SER12,SER5,Parma,
I1,20/10/2019,19:45,Milan,Lecce,2,2,D,SER10,SER9,Milan,
I1,21/10/2019,19:45,Brescia,Fiorentina,0,0,D,SER2,SER4,Brescia,
I1,25/10/2019,19:45,Verona,Sassuolo,0,1,A,SER19,SER15,Verona,
I1,26/10/2019,14:00,Lecce,Juventus,1,1,D,SER9,SER7,Lecce,
I1,26/10/2019,17:00,Inter,Parma,2,2,D,SER6,SER12,Milan,
I1,26/10/2019,19:45,Genoa,Brescia,3,1,H,SER5,SER2,Genoa,
I1,27/10/2019,11:30,Bologna,Sampdoria,2,1,H,SER1,SER14,Bologna,
I1,27/10/2019,14:00,Atalanta,Udinese,7,1,H,SER0,SER18,Bergamo,
