Div,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,Result,HomeTeam ID,AwayTeam ID,City,
D1,6/6/20,14:30,RB Leipzig,Paderborn,1,1,D,BUN13,BUN12,Leipzig,
D1,6/6/20,17:30,Dortmund,Hertha,1,0,H,BUN2,BUN7,Dortmund,
D1,7/6/20,12:30,Werder Bremen,Wolfsburg,0,1,A,BUN16,BUN17,Bremen,
D1,7/6/20,14:30,Union Berlin,Schalke 04,1,1,D,BUN15,BUN14,Berlin,
D1,7/6/20,17:00,Augsburg,FC Koln,1,1,D,BUN0,BUN4,Augsburg,
D1,12/6/20,19:30,Hoffenheim,RB Leipzig,0,2,A,BUN8,BUN13,Sinsheim,
D1,13/06/2020,14:30,FC Koln,Union Berlin,1,2,A,BUN4,BUN15,Cologne,
D1,13/06/2020,14:30,Fortuna Dusseldorf,Dortmund,0,1,A,BUN5,BUN2,Dusseldorf,
D1,13/06/2020,14:30,Hertha,Ein Frankfurt,1,4,A,BUN7,BUN3,Berlin,
D1,13/06/2020,14:30,Paderborn,Werder Bremen,1,5,A,BUN12,BUN16,Paderborn,
D1,13/06/2020,14:30,Wolfsburg,Freiburg,2,2,D,BUN17,BUN6,Wolfsburg,
D1,13/06/2020,17:30,Bayern Munich,M'gladbach,2,1,H,BUN1,BUN11,Munich,
D1,14/06/2020,14:30,Mainz,Augsburg,0,1,A,BUN10,BUN0,Mainz,
D1,14/06/2020,17:00,Schalke 04,Leverkusen,1,1,D,BUN14,BUN9,Gelsenkirchen,
D1,16/06/2020,17:30,M'gladbach,Wolfsburg,3,0,H,BUN11,BUN17,Monchengladbach,
D1,16/06/2020,19:30,Freiburg,Hertha,2,1,H,BUN6,BUN7,Freiburg,
D1,16/06/2020,19:30,Union Berlin,Paderborn,1,0,H,BUN15,BUN12,Berlin,
D1,16/06/2020,19:30,Werder Bremen,Bayern Munich,0,1,A,BUN16,BUN1,Bremen,
D1,17/06/2020,17:30,Ein Frankfurt,Schalke 04,2,1,H,BUN3,BUN14,Frankfurt,
D1,17/06/2020,19:30,Augsburg,Hoffenheim,1,3,A,BUN0,BUN8,Augsburg,
D1,17/06/2020,19:30,Dortmund,Mainz,0,2,A,BUN2,BUN10,Dortmund,
D1,17/06/2020,19:30,Leverkusen,FC Koln,3,1,H,BUN9,BUN4,Leverkusen,
D1,17/06/2020,19:30,RB Leipzig,Fortuna Dusseldorf,2,2,D,BUN13,BUN5,Leipzig,
D1,20/06/2020,14:30,Bayern Munich,Freiburg,3,1,H,BUN1,BUN6,Munich,
D1,20/06/2020,14:30,FC Koln,Ein Frankfurt,1,1,D,BUN4,BUN3,Cologne,
D1,20/06/2020,14:30,Fortuna Dusseldorf,Augsburg,1,1,D,BUN5,BUN0,Dusseldorf,
D1,20/06/2020,14:30,Hertha,Leverkusen,2,0,H,BUN7,BUN9,Berlin,
D1,20/06/2020,14:30,Hoffenheim,Union Berlin,4,0,H,BUN8,BUN15,Sinsheim,
D1,20/06/2020,14:30,Mainz,Werder Bremen,3,1,H,BUN10,BUN16,Mainz,
D1,20/06/2020,14:30,Paderborn,M'gladbach,1,3,A,BUN12,BUN11,Paderborn,
D1,20/06/2020,14:30,RB Leipzig,Dortmund,0,2,A,BUN13,BUN2,Leipzig,
D1,20/06/2020,14:30,Schalke 04,Wolfsburg,1,4,A,BUN14,BUN17,Gelsenkirchen,
D1,27/06/2020,14:30,Augsburg,RB Leipzig,1,2,A,BUN0,BUN13,Augsburg,
D1,27/06/2020,14:30,Dortmund,Hoffenheim,0,4,A,BUN2,BUN8,Dortmund,
D1,27/06/2020,14:30,Ein Frankfurt,Paderborn,3,2,H,BUN3,BUN12,Frankfurt,
D1,27/06/2020,14:30,Freiburg,Schalke 04,4,0,H,BUN6,BUN14,Freiburg,
D1,27/06/2020,14:30,Leverkusen,Mainz,1,0,H,BUN9,BUN10,Leverkusen,
D1,27/06/2020,14:30,M'gladbach,Hertha,2,1,H,BUN11,BUN7,Monchengladbach,
D1,27/06/2020,14:30,Union Berlin,Fortuna Dusseldorf,3,0,H,BUN15,BUN5,Berlin,
D1,27/06/2020,14:30,Werder Bremen,FC Koln,6,1,H,BUN16,BUN4,Bremen,
D1,27/06/2020,14:30,Wolfsburg,Bayern Munich,0,4,A,BUN17,BUN1,Wolfsburg,
