,Div,Team,Team ID,Date,Opponent,Attendance
411,E0,WestHam,EPL18,24/8/2019,Watford,20035.0
412,E0,WestHam,EPL18,27/8/2019,Newport County,6382.0
413,E0,WestHam,EPL18,16/9/2019,Aston Villa,42010.0
414,E0,WestHam,EPL18,25/9/2019,Oxford United,10450.0
415,E0,WestHam,EPL18,28/9/2019,AFC Bournemouth,10729.0
416,E0,WestHam,EPL18,19/10/2019,Everton,39263.0
417,E0,WestHam,EPL18,9/11/2019,Burnley,20255.0
418,E0,WestHam,EPL18,30/11/2019,Chelsea,40595.0
419,E0,WestHam,EPL18,4/12/2019,Wolverhampton Wanderers,31217.0
420,E0,WestHam,EPL18,14/12/2019,Southampton,27701.0
421,E0,WestHam,EPL18,26/12/2019,Crystal Palace,25462.0
422,E0,WestHam,EPL18,5/1/2020,Gillingham,10913.0
423,E0,WestHam,EPL18,10/1/2020,Sheffield United,30124.0
424,E0,WestHam,EPL18,22/1/2020,Leicester City,31968.0
425,E0,WestHam,EPL18,19/2/2020,Manchester City,
426,E0,WestHam,EPL18,24/2/2020,Liverpool,53313.0
427,E0,WestHam,EPL18,7/3/2020,Arsenal,60335.0
428,E0,WestHam,EPL18,23/6/2020,Tottenham Hotspur,
429,E0,WestHam,EPL18,5/7/2020,Newcastle United,
430,E0,WestHam,EPL18,11/7/2020,Norwich City,
431,E0,Wolves,EPL19,1/8/2019,Crusaders,2700.0
432,E0,Wolves,EPL19,8/8/2019,Pyunik,13050.0
433,E0,Wolves,EPL19,11/8/2019,Leicester City,32015.0
434,E0,Wolves,EPL19,22/8/2019,Torino,24091.0
435,E0,Wolves,EPL19,1/9/2019,Everton,39374.0
436,E0,Wolves,EPL19,22/9/2019,Crystal Palace,25122.0
437,E0,Wolves,EPL19,3/10/2019,Beşiktaş,22670.0
438,E0,Wolves,EPL19,6/10/2019,Manchester City,54435.0
439,E0,Wolves,EPL19,24/10/2019,Slovan Bratislava,20333.0
440,E0,Wolves,EPL19,27/10/2019,Newcastle United,46019.0
441,E0,Wolves,EPL19,30/10/2019,Aston Villa,34962.0
442,E0,Wolves,EPL19,2/11/2019,Arsenal,60383.0
443,E0,Wolves,EPL19,23/11/2019,AFC Bournemouth,10539.0
444,E0,Wolves,EPL19,28/11/2019,Sporting Braga,
445,E0,Wolves,EPL19,8/12/2019,Brighton & Hove Albion,30189.0
446,E0,Wolves,EPL19,21/12/2019,Norwich City,27053.0
447,E0,Wolves,EPL19,29/12/2019,Liverpool,53326.0
448,E0,Wolves,EPL19,1/1/2020,Watford,20584.0
449,E0,Wolves,EPL19,15/1/2020,Manchester United,67025.0
450,E0,Wolves,EPL19,18/1/2020,Southampton,31152.0
451,E0,Wolves,EPL19,1/2/2020,Manchester United,73363.0
452,E0,Wolves,EPL19,27/2/2020,Espanyol,
453,E0,Wolves,EPL19,1/3/2020,Tottenham Hotspur,58064.0
454,E0,Wolves,EPL19,12/3/2020,Olympiakos,
455,E0,Wolves,EPL19,20/6/2020,West Ham United,
456,E0,Wolves,EPL19,27/6/2020,Aston Villa,
457,E0,Wolves,EPL19,8/7/2020,Sheffield United,
458,E0,Wolves,EPL19,15/7/2020,Burnley,
