Div,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,Result,HomeTeam ID,AwayTeam ID,City,
SP1,22/12/2019,20:00,Real Madrid,Ath Bilbao,0,0,D,LIG14,LIG1,Madrid,
SP1,3/1/20,18:00,Valladolid,Leganes,2,2,D,LIG18,LIG10,Valladolid,
SP1,3/1/20,20:00,Sevilla,Ath Bilbao,1,1,D,LIG15,LIG1,Seville,
SP1,4/1/20,12:00,Valencia,Eibar,1,0,H,LIG17,LIG6,Valencia,
SP1,4/1/20,15:00,Getafe,Real Madrid,0,3,A,LIG8,LIG14,Getafe,
SP1,4/1/20,17:30,Ath Madrid,Levante,2,1,H,LIG2,LIG11,Madrid,
SP1,4/1/20,20:00,Espanol,Barcelona,2,2,D,LIG7,LIG3,Barcelona,
SP1,5/1/20,11:00,Granada,Mallorca,1,0,H,LIG9,LIG12,Granada,
SP1,5/1/20,13:00,Sociedad,Villarreal,1,2,A,LIG16,LIG19,San Sebastian,
SP1,5/1/20,15:00,Alaves,Betis,1,1,D,LIG0,LIG4,Vitoria-Gasteiz,
SP1,5/1/20,20:00,Celta,Osasuna,1,1,D,LIG5,LIG13,Vigo,
SP1,17/01/2020,20:00,Leganes,Getafe,0,3,A,LIG10,LIG8,Leganes,
SP1,18/01/2020,12:00,Levante,Alaves,0,1,A,LIG11,LIG0,Valencia,
SP1,18/01/2020,15:00,Real Madrid,Sevilla,2,1,H,LIG14,LIG15,Madrid,
SP1,18/01/2020,17:30,Osasuna,Valladolid,0,0,D,LIG13,LIG18,Pamplona,
SP1,18/01/2020,20:00,Eibar,Ath Madrid,2,0,H,LIG6,LIG2,Eibar,
SP1,19/01/2020,11:00,Mallorca,Valencia,4,1,H,LIG12,LIG17,Palma,
SP1,19/01/2020,13:00,Betis,Sociedad,3,0,H,LIG4,LIG16,Seville,
SP1,19/01/2020,15:00,Villarreal,Espanol,1,2,A,LIG19,LIG7,Villarreal,
SP1,19/01/2020,17:30,Ath Bilbao,Celta,1,1,D,LIG1,LIG5,Bilbao,
SP1,19/01/2020,20:00,Barcelona,Granada,1,0,H,LIG3,LIG9,Barcelona,
SP1,24/01/2020,20:00,Osasuna,Levante,2,0,H,LIG13,LIG11,Pamplona,
SP1,25/01/2020,12:00,Espanol,Ath Bilbao,1,1,D,LIG7,LIG1,Barcelona,
SP1,25/01/2020,15:00,Valencia,Barcelona,2,0,H,LIG17,LIG3,Valencia,
SP1,25/01/2020,17:30,Alaves,Villarreal,1,2,A,LIG0,LIG19,Vitoria-Gasteiz,
SP1,25/01/2020,20:00,Sevilla,Granada,2,0,H,LIG15,LIG9,Seville,
SP1,26/01/2020,11:00,Ath Madrid,Leganes,0,0,D,LIG2,LIG10,Madrid,
SP1,26/01/2020,13:00,Celta,Eibar,0,0,D,LIG5,LIG6,Vigo,
SP1,26/01/2020,15:00,Getafe,Betis,1,0,H,LIG8,LIG4,Getafe,
SP1,26/01/2020,17:30,Sociedad,Mallorca,3,0,H,LIG16,LIG12,San Sebastian,
SP1,26/01/2020,20:00,Valladolid,Real Madrid,0,1,A,LIG18,LIG14,Valladolid,
SP1,1/2/20,12:00,Granada,Espanol,2,1,H,LIG9,LIG7,Granada,
SP1,1/2/20,15:00,Real Madrid,Ath Madrid,1,0,H,LIG14,LIG2,Madrid,
SP1,1/2/20,17:30,Mallorca,Valladolid,0,1,A,LIG12,LIG18,Palma,
SP1,1/2/20,20:00,Valencia,Celta,1,0,H,LIG17,LIG5,Valencia,
SP1,2/2/20,11:00,Leganes,Sociedad,2,1,H,LIG10,LIG16,Leganes,
SP1,2/2/20,13:00,Eibar,Betis,1,1,D,LIG6,LIG4,Eibar,
SP1,2/2/20,15:00,Ath Bilbao,Getafe,0,2,A,LIG1,LIG8,Bilbao,
SP1,2/2/20,17:30,Sevilla,Alaves,1,1,D,LIG15,LIG0,Seville,
SP1,2/2/20,17:30,Villarreal,Osasuna,3,1,H,LIG19,LIG13,Villarreal,
SP1,2/2/20,20:00,Barcelona,Levante,2,1,H,LIG3,LIG11,Barcelona,
SP1,7/2/20,20:00,Alaves,Eibar,2,1,H,LIG0,LIG6,Vitoria-Gasteiz,
SP1,8/2/20,12:00,Levante,Leganes,2,0,H,LIG11,LIG10,Valencia,
SP1,8/2/20,15:00,Getafe,Valencia,3,0,H,LIG8,LIG17,Getafe,
SP1,8/2/20,17:30,Valladolid,Villarreal,1,1,D,LIG18,LIG19,Valladolid,
SP1,8/2/20,20:00,Ath Madrid,Granada,1,0,H,LIG2,LIG9,Madrid,
SP1,9/2/20,11:00,Espanol,Mallorca,1,0,H,LIG7,LIG12,Barcelona,
SP1,9/2/20,13:00,Sociedad,Ath Bilbao,2,1,H,LIG16,LIG1,San Sebastian,
SP1,9/2/20,15:00,Osasuna,Real Madrid,1,4,A,LIG13,LIG14,Pamplona,
SP1,9/2/20,17:30,Celta,Sevilla,2,1,H,LIG5,LIG15,Vigo,
SP1,9/2/20,20:00,Betis,Barcelona,2,3,A,LIG4,LIG3,Seville,
SP1,14/02/2020,20:00,Valencia,Ath Madrid,2,2,D,LIG17,LIG2,Valencia,
SP1,15/02/2020,12:00,Mallorca,Alaves,1,0,H,LIG12,LIG0,Palma,
SP1,15/02/2020,15:00,Barcelona,Getafe,2,1,H,LIG3,LIG8,Barcelona,
SP1,15/02/2020,17:30,Villarreal,Levante,2,1,H,LIG19,LIG11,Villarreal,
SP1,15/02/2020,20:00,Granada,Valladolid,2,1,H,LIG9,LIG18,Granada,
SP1,16/02/2020,11:00,Sevilla,Espanol,2,2,D,LIG15,LIG7,Seville,
SP1,16/02/2020,13:00,Leganes,Betis,0,0,D,LIG10,LIG4,Leganes,
SP1,16/02/2020,17:30,Ath Bilbao,Osasuna,0,1,A,LIG1,LIG13,Bilbao,
SP1,16/02/2020,20:00,Real Madrid,Celta,2,2,D,LIG14,LIG5,Madrid,
SP1,21/02/2020,20:00,Betis,Mallorca,3,3,D,LIG4,LIG12,Seville,
SP1,22/02/2020,12:00,Celta,Leganes,1,0,H,LIG5,LIG10,Vigo,
SP1,22/02/2020,15:00,Barcelona,Eibar,5,0,H,LIG3,LIG6,Barcelona,
SP1,22/02/2020,17:30,Sociedad,Valencia,3,0,H,LIG16,LIG17,San Sebastian,
SP1,22/02/2020,20:00,Levante,Real Madrid,1,0,H,LIG11,LIG14,Valencia,
SP1,23/02/2020,11:00,Osasuna,Granada,0,3,A,LIG13,LIG9,Pamplona,
SP1,23/02/2020,13:00,Alaves,Ath Bilbao,2,1,H,LIG0,LIG1,Vitoria-Gasteiz,
