,Div,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,Result,HomeTeam ID,AwayTeam ID,City,Unnamed: 11,Latitude,Longitude,Avg Temp (in F)
176,D1,2020-02-01,14:30,Mainz,Bayern Munich,1,3,A,BUN10,BUN1,Mainz,,49.9928617,8.2472526,52
177,D1,2020-02-01,17:30,RB Leipzig,Gladbach,2,2,D,BUN13,BUN11,Leipzig,,51.3396955,12.3730747,52
178,D1,2020-02-02,14:30,FC Koln,Freiburg,4,0,H,BUN4,BUN6,Cologne,,50.937531,6.9602786,48
179,D1,2020-02-02,17:00,Paderborn,Wolfsburg,2,4,A,BUN12,BUN17,Paderborn,,51.7189205,8.757509299999999,43
180,D1,2020-02-07,19:30,Ein Frankfurt,Augsburg,5,0,H,BUN3,BUN0,Frankfurt,,50.1109221,8.6821267,42
181,D1,2020-02-08,14:30,Freiburg,Hoffenheim,1,0,H,BUN6,BUN8,Freiburg,,47.9990077,7.842104299999999,44
182,D1,2020-02-08,14:30,Hertha,Mainz,1,3,A,BUN7,BUN10,Berlin,,52.52000659999999,13.404954,42
183,D1,2020-02-08,14:30,Schalke 04,Paderborn,1,1,D,BUN14,BUN12,Gelsenkirchen,,51.517744,7.085717199999999,45
184,D1,2020-02-08,14:30,Werder Bremen,Union Berlin,0,2,A,BUN16,BUN15,Bremen,,53.07929619999999,8.8016936,40
185,D1,2020-02-08,14:30,Wolfsburg,Fortuna Dusseldorf,1,1,D,BUN17,BUN5,Wolfsburg,,52.4226503,10.7865461,41
186,D1,2020-02-08,17:30,Leverkusen,Dortmund,4,3,H,BUN9,BUN2,Leverkusen,,51.04592479999999,7.0192196,44
187,D1,2020-02-09,17:00,Bayern Munich,RB Leipzig,0,0,D,BUN1,BUN13,Munich,,48.1351253,11.5819805,44
188,D1,2020-02-14,19:30,Dortmund,Ein Frankfurt,4,0,H,BUN2,BUN3,Dortmund,,51.5135872,7.465298100000001,44
189,D1,2020-02-15,14:30,Augsburg,Freiburg,1,1,D,BUN0,BUN6,Augsburg,,48.3705449,10.89779,42
190,D1,2020-02-15,14:30,Hoffenheim,Wolfsburg,2,3,A,BUN8,BUN17,Sinsheim,,49.2488637,8.8884905,47
191,D1,2020-02-15,14:30,Paderborn,Hertha,1,2,A,BUN12,BUN7,Paderborn,,51.7189205,8.757509299999999,45
192,D1,2020-02-15,14:30,RB Leipzig,Werder Bremen,3,0,H,BUN13,BUN16,Leipzig,,51.3396955,12.3730747,45
193,D1,2020-02-15,14:30,Union Berlin,Leverkusen,2,3,A,BUN15,BUN9,Berlin,,52.52000659999999,13.404954,43
194,D1,2020-02-15,17:30,Fortuna Dusseldorf,Gladbach,1,4,A,BUN5,BUN11,Dusseldorf,,51.2277411,6.7734556,49
195,D1,2020-02-16,14:30,FC Koln,Bayern Munich,1,4,A,BUN4,BUN1,Cologne,,50.937531,6.9602786,58
196,D1,2020-02-16,17:00,Mainz,Schalke 04,0,0,D,BUN10,BUN14,Mainz,,49.9928617,8.2472526,55
197,D1,2020-02-21,19:30,Bayern Munich,Paderborn,3,2,H,BUN1,BUN12,Munich,,48.1351253,11.5819805,40
